Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-531,7,,,,,,,,,,809,,,,428,,-31,-16,-2,-2,,
,708,-1,,,,,,,,,,2081,,,,1245,,-7,-14,-10,-20,,
,-657,-5,,,,,,,,,,-57,,,,-88,,36,23,-4,17,,
,368,1,,,,,,,,,,-1777,,,,-1183,,-1,8,-4,-2,,
,1613,-27,,,,,,,,,,-777,,,,-575,,-4,-12,27,-6,,
,5217,2,,,,,,,,,,809,,,,419,,-30,22,-10,,,
,-3632,-17,,,,,,,,,,1935,,,,1102,,18,-14,-3,15,,
,-1467,22,,,,,,,,,,-269,,,,-290,,6,-8,5,-5,,
,-1853,-21,,,,,,,,,,-1737,,,,-1145,,-31,-11,-11,-2,,
,905,-1,,,,,,,,,,-413,,,,-215,,-2,5,1,,,
,-1307,-22,,,,,,,,,,794,,,,400,,19,1,4,5,,
,-93,2,,,,,,,,,,1650,,,,820,,-1,2,7,-2,,
,664,-12,,,,,,,,,,-441,,,,-448,,26,8,-12,-11,,
,-323,2,,,,,,,,,,-1697,,,,-1107,,9,-7,7,7,,
,-130,7,,,,,,,,,,-721,,,,-532,,-4,-4,4,,,
,202,2,,,,,,,,,,759,,,,346,,-20,21,-12,-6,,
,386,-23,,,,,,,,,,1823,,,,1000,,-1,-16,9,14,,
,-622,-6,,,,,,,,,,-255,,,,-246,,46,-3,7,-10,,
,75,,,,,,,,,,,-1777,,,,-1189,,-3,4,-18,4,,
,-125,7,,,,,,,,,,-558,,,,-368,,4,-14,,-3,,
,129,-7,,,,,,,,,,984,,,,562,,-29,18,6,-7,,
,165,-20,,,,,,,,,,1895,,,,1072,,48,-5,-1,4,,
,997,,,,,,,,,,,-427,,,,-403,,10,15,-5,9,,
,-1065,2,,,,,,,,,,-1780,,,,-1191,,-3,-1,19,1,,
,218,-21,,,,,,,,,,-727,,,,-550,,-38,-10,-9,-3,,
,34507,-7,,,,,,,,,,735,,,,306,,-45,3,8,1,,
,-3577,-15,,,,,,,,,,1951,,,,1127,,-15,9,-13,-6,,
,-3609,3,,,,,,,,,,-426,,,,-384,,38,-3,13,6,,
,-3740,16,,,,,,,,,,-1741,,,,-1148,,7,-18,-4,-3,,
,-3850,-35,,,,,,,,,,-639,,,,-466,,-17,9,4,-13,,
,-3862,2,,,,,,,,,,889,,,,447,,-14,-20,-17,14,,
,-3785,1,,,,,,,,,,1691,,,,868,,24,11,14,-7,,
,-3878,-1,,,,,,,,,,-618,,,,-560,,7,19,-12,19,,
,-3635,30,,,,,,,,,,-1789,,,,-1202,,-17,4,1,-14,,
,-3888,-38,,,,,,,,,,-383,,,,-225,,-5,-28,-1,,,
,-1279,-14,,,,,,,,,,1202,,,,750,,-6,-2,15,-4,,
,1278,3,,,,,,,,,,1767,,,,960,,10,12,-14,4,,
,-966,-10,,,,,,,,,,-714,,,,-645,,41,1,-1,-12,,
,59,-21,,,,,,,,,,-1767,,,,-1186,,-34,-5,4,-7,,
,-325,3,,,,,,,,,,-527,,,,-363,,-26,-9,-13,16,,
,756,-17,,,,,,,,,,980,,,,524,,-28,13,21,-13,,
,-214,-1,,,,,,,,,,1921,,,,1107,,,-17,-22,20,,
,-481,1,,,,,,,,,,-383,,,,-297,,54,11,27,9,,
,842,7,,,,,,,,,,-1867,,,,-1285,,22,34,-20,-16,,
,-772,,,,,,,,,,,-529,,,,-389,,-15,-38,10,7,,
,69,1,,,,,,,,,,1059,,,,594,,-27,6,-9,1,,
,140,,,,,,,,,,,1727,,,,920,,13,10,6,5,,
,3280,-19,,,,,,,,,,-522,,,,-426,,44,-13,3,6,,
,-3600,12,,,,,,,,,,-1605,,,,-1026,,-22,-2,-7,-17,,
,-558,-11,,,,,,,,,,-609,,,,-463,,-23,12,9,5,,
,151,1,,,,,,,,,,1108,,,,636,,-16,4,9,7,,
,-261,-8,,,,,,,,,,1815,,,,1010,,27,,-11,-11,,
,36,6,,,,,,,,,,-434,,,,-323,,17,-9,-2,2,,
,93,2,,,,,,,,,,-1848,,,,-1269,,12,5,7,3,,
,115,-6,,,,,,,,,,-764,,,,-629,,-1,-20,-17,-12,,
,-189,-33,,,,,,,,,,1099,,,,617,,-52,19,3,12,,
,99,,,,,,,,,,,1979,,,,1178,,12,5,-9,-11,,
,12,-13,,,,,,,,,,-552,,,,-429,,56,28,9,,,
,-44,-16,,,,,,,,,,-1822,,,,-1246,,-16,-37,4,-1,,
,571,17,,,,,,,,,,-454,,,,-329,,-32,-6,1,-1,,
,115753,-5,,,,,,,,,,1138,,,,645,,-14,-3,1,6,100,
,-3211,-29,,,,,,,,,,1837,,,,1045,,22,-2,-12,7,-100,
,-3585,17,,,,,,,,,,-580,,,,-438,,40,10,15,-6,,
,-3758,-14,,,,,,,,,,-1743,,,,-1172,,-6,-10,8,3,,
,-3514,-16,,,,,,,,,,-625,,,,-506,,-29,11,-17,4,,
,-3793,16,,,,,,,,,,1002,,,,503,,-23,-9,2,-7,,
,-3597,-17,,,,,,,,,,1838,,,,1053,,32,7,-8,2,,
,-3813,-17,,,,,,,,,,-551,,,,-401,,32,-5,3,17,,
,-3238,13,,,,,,,,,,-1844,,,,-1275,,4,5,6,-28,,
,-3828,-10,,,,,,,,,,-472,,,,-355,,-40,5,11,12,,
,-3734,,,,,,,,,,,1080,,,,568,,-26,14,,-19,,
,-3821,1,,,,,,,,,,1674,,,,893,,,-1,-7,13,,
,-3688,-34,,,,,,,,,,-834,,,,-669,,46,-5,-4,8,,
,-3810,,,,,,,,,,,-1701,,,,-1132,,5,-7,-14,12,,
,-3494,13,,,,,,,,,,-330,,,,-225,,-16,4,16,-28,,
,-3820,-13,,,,,,,,,,1242,,,,718,,-12,-11,8,19,,
13,-3619,51918,,,,,,,,,,-1502,,,,-2352,,16,9,-9,,,
,-3785,4,,,,,,,,,,1247,,,,702,,-47,-2,4,-1,,
,1151,,,,,,,,,,,1842,,,,1090,,44,-15,-5,-17,,
,-2702,-13,,,,,,,,,,-934,,,,-713,,42,1,9,4,,
,-507,-17,,,,,,,,,,-1865,,,,-1314,,-5,24,2,-1,,
,1140,-13,,,,,,,,,,-332,,,,-251,,-22,-16,,,,
,-816,,,,,,,,,,,1296,,,,743,,-15,9,-3,17,,
,315,11,,,,,,,,,,1621,,,,868,,-6,5,,-6,,
,2690,2,,,,,,,,,,-843,,,,-611,,23,4,,-3,,
,-2550,-32,,,,,,,,,,-1474,,,,-930,,4,-12,5,-19,,
,519,-3,,,,,,,,,,-475,,,,-398,,-21,-8,-9,15,,
,-921,3,,,,,,,,,,1259,,,,693,,-12,1,7,-5,,
,1049,,,,,,,,,,,1732,,,,985,,38,-2,-1,14,,
,-708,1,,,,,,,,,,-948,,,,-702,,23,15,-10,-10,,
,18,-13,,,,,,,,,,-1752,,,,-1207,,-1,-3,-3,17,,
,-627,,,,,,,,,,,-370,,,,-306,,-11,-8,15,-3,,
,1548,-18,,,,,,,,,,1361,,,,785,,-51,3,-15,-7,,
,-208,,,,,,,,,,,1673,,,,937,,43,-5,1,-6,,
,-1503,1,,,,,,,,,,-920,,,,-664,,10,14,15,-15,,
,241,,,,,,,,,,,-1564,,,,-1025,,-19,-18,-10,9,,
,4354,-48,,,,,,,,,,-179,,,,-118,,-63,11,,-5,,
,-3868,-4,,,,,,,,,,1323,,,,746,,-5,-12,3,16,,
,-525,-3,,,,,,,,,,1530,,,,799,,23,14,-8,-1,,
,323,3,,,,,,,,,,-895,,,,-627,,37,7,-5,4,,
,-789,-16,,,,,,,,,,-1594,,,,-1057,,-8,,9,10,,
,213,-16,,,,,,,,,,-380,,,,-329,,-34,-13,5,-10,,
,48949,5,,,,,,,,,,1278,,,,688,,18,1,-9,-4,,
,-3594,-7,,,,,,,,,,1536,,,,812,,22,7,7,-14,,
,-3481,,,,,,,,,,,-1096,,,,-811,,-4,-12,4,17,,
,-3801,,,,,,,,,,,-1662,,,,-1131,,-9,15,-5,-11,,
,-3646,2,,,,,,,,,,-310,,,,-271,,-35,-7,-5,19,,
,-3746,-15,,,,,,,,,,1401,,,,808,,-23,5,4,-8,,
,-1205,-18,,,,,,,,,,1485,,,,768,,22,3,-12,-1,,
,-3484,2,,,,,,,,,,-900,,,,-606,,43,-1,22,1,,
,-3385,-1,,,,,,,,,,-1551,,,,-1017,,1,-5,-1,-17,,
,-3121,2,,,,,,,,,,-365,,,,-326,,-9,16,-16,16,,
,-3783,-32,,,,,,,,,,1294,,,,685,,-10,-26,13,-12,,
,-3672,-3,,,,,,,,,,1311,,,,600,,21,8,-6,21,,
,-3797,27,,,,,,,,,,-982,,,,-678,,28,1,-13,-15,,
,-3625,,,,,,,,,,,-1417,,,,-888,,8,14,18,-6,,
,-3807,-25,,,,,,,,,,-124,,,,-95,,-28,-13,20,-4,,
,-437,-15,,,,,,,,,,1449,,,,829,,-37,21,-19,6,,
,-19,2,,,,,,,,,,1446,,,,753,,27,-16,5,-5,,
,203,-15,,,,,,,,,,-1159,,,,-841,,5,-4,2,11,,
,-356,-1,,,,,,,,,,-1255,,,,-741,,-11,-2,-16,14,,
,179,2,,,,,,,,,,-388,,,,-364,,-19,-4,-24,-6,,
,95,,,,,,,,,,,1201,,,,582,,-20,14,14,-11,,
,-161,-4,,,,,,,,,,1444,,,,755,,27,-2,17,9,,
,-126,-12,,,,,,,,,,-1109,,,,-782,,22,-12,-11,-8,,
,-212,-1,,,,,,,,,,-1588,,,,-1076,,-3,7,-9,-8,,
,438,-18,,,,,,,,,,-275,,,,-260,,1,-12,13,16,,
,32,3,,,,,,,,,,1427,,,,799,,-23,-8,-3,,,
,520,-16,,,,,,,,,,1426,,,,741,,13,2,15,,,
,-799,11,,,,,,,,,,-1265,,,,-928,,29,5,-14,-12,,
,-172,-11,,,,,,,,,,-1587,,,,-1074,,-34,4,16,1,,
,-68,,,,,,,,,,,-105,,,,-98,,-23,2,-2,13,,
,146,-15,,,,,,,,,,1422,,,,784,,-25,11,,3,,
,51,-1,,,,,,,,,,1449,,,,785,,27,-1,-15,-22,,
,-219,-15,,,,,,,,,,-1028,,,,-674,,61,-9,2,18,,
,-24,-18,,,,,,,,,,-1489,,,,-992,,-30,-6,18,-10,,
,-215,4,,,,,,,,,,-312,,,,-310,,-22,11,-5,12,,
,97,-19,,,,,,,,,,1500,,,,853,,-51,-11,-16,12,,
,333,19,,,,,,,,,,1473,,,,812,,24,17,5,-17,,
,11,-1,,,,,,,,,,-1347,,,,-983,,51,-15,24,-15,,
,465,-30,,,,,,,,,,-1472,,,,-977,,-9,-6,-28,-2,,
,-410,-1,,,,,,,,,,-230,,,,-240,,-12,20,24,-5,,
,329,1,,,,,,,,,,1506,,,,855,,-19,-11,-24,15,,
,-422,-3,,,,,,,,,,1435,,,,788,,29,22,9,-16,,
,550,,,,,,,,,,,-1234,,,,-863,,12,-25,-11,13,,
,-541,-13,,,,,,,,,,-1387,,,,-896,,-23,9,14,-5,,
,441,35,,,,,,,,,,-145,,,,-157,,-3,-13,-6,13,,
,-415,-36,,,,,,,,,,1443,,,,777,,-8,8,6,-11,,
,2940,-9,,,,,,,,,,1350,,,,705,,44,4,-3,2,,
,-1983,-9,,,,,,,,,,-1222,,,,-834,,24,-15,11,25,,
,-1424,-13,,,,,,,,,,-1271,,,,-782,,-27,32,-4,-29,,
,1200,13,,,,,,,,,,-222,,,,-243,,-18,-16,-2,3,,
,-744,-29,,,,,,,,,,1478,,,,807,,-14,-10,-16,22,,
,-336,2,,,,,,,,,,1220,,,,591,,26,4,17,-18,,
,600,13,,,,,,,,,,-1216,,,,-823,,48,2,-7,9,,
,-510,-10,,,,,,,,,,-1556,,,,-1075,,30,6,2,-10,,
,138,-23,,,,,,,,,,-13,,,,-45,,-24,-9,-6,25,,
,523,22,,,,,,,,,,1462,,,,780,,-54,-9,4,-27,,
,-526,-17,,,,,,,,,,1278,,,,663,,-22,14,3,-1,,
,-137,-4,,,,,,,,,,-1161,,,,-756,,-9,-4,-7,-3,,
,238,,,,,,,,,,,-1319,,,,-842,,15,1,-3,12,,
,-118,-35,,,,,,,,,,-168,,,,-203,,-11,-6,-5,8,,
,580,35,,,,,,,,,,1555,,,,866,,-39,9,,3,,
,-232,-35,,,,,,,,,,1188,,,,580,,44,4,16,-27,,
,-648,-2,,,,,,,,,,-1340,,,,-929,,19,2,,10,,
,89,-9,,,,,,,,,,-1301,,,,-831,,-25,-9,-5,4,,
,-16,12,,,,,,,,,,-135,,,,-177,,-9,5,1,-5,,
,-270,-34,,,,,,,,,,1561,,,,867,,6,-14,-11,-7,,
,275,,,,,,,,,,,1244,,,,645,,13,15,16,3,,
,-446,,,,,,,,,,,-1420,,,,-998,,26,-3,4,-4,,
,441,2,,,,,,,,,,-1307,,,,-838,,-32,-6,-15,7,,
,376,-1,,,,,,,,,,-47,,,,-97,,3,-2,13,4,,
,156,,,,,,,,,,,1640,,,,934,,-6,20,-8,16,,
,-175,-11,,,,,,,,,,1201,,,,619,,14,,-3,-20,,
,-166,-14,,,,,,,,,,-1687,,,,-1258,,22,-27,-5,13,,
,368,-3,,,,,,,,,,-1463,,,,-1000,,-39,8,8,-12,,
,-18,-3,,,,,,,,,,190,,,,131,,-32,9,21,-1,,
,-549,,,,,,,,,,,1614,,,,904,,-23,-11,-19,,,
,74,-31,,,,,,,,,,1117,,,,543,,41,21,-12,11,,
,1791,3,,,,,,,,,,-1316,,,,-873,,16,-24,8,-5,,
,-1314,8,,,,,,,,,,-1389,,,,-937,,-14,8,-4,-4,,
,1872,-22,,,,,,,,,,-55,,,,-121,,-13,6,-1,19,,
,-2728,,,,,,,,,,,1615,,,,901,,-21,-16,7,-5,,
,1046,-12,,,,,,,,,,1098,,,,542,,37,22,-4,-17,,
,-574,2,,,,,,,,,,-1303,,,,-860,,18,-22,3,16,,
,37,-2,,,,,,,,,,-1385,,,,-935,,1,19,6,4,,
,-407,1,,,,,,,,,,181,,,,107,,-34,2,5,-20,,
,816,,,,,,,,,,,1697,,,,974,,-47,-16,-10,17,,
,187,1,,,,,,,,,,864,,,,318,,42,-10,,-3,,
,-45,-8,,,,,,,,,,-1467,,,,-1009,,33,6,-4,-10,,
,-247,-20,,,,,,,,,,-1137,,,,-701,,-10,20,1,3,,
,-189,-24,,,,,,,,,,72,,,,-12,,-30,10,-1,-6,,
,802,5,,,,,,,,,,1380,,,,649,,-15,-26,6,-2,,
,-1356,-2,,,,,,,,,,1093,,,,560,,20,3,-14,10,,
,87,-2,,,,,,,,,,-1503,,,,-1037,,41,-4,2,12,,
,575,4,,,,,,,,,,-1278,,,,-839,,2,13,2,-10,,
,-548,-5,,,,,,,,,,137,,,,47,,-21,-3,4,-10,,
,689,,,,,,,,,,,1701,,,,966,,-32,8,,7,,
,-958,-15,,,,,,,,,,1070,,,,540,,35,-4,11,4,,
,1345,-14,,,,,,,,,,-1545,,,,-1073,,2,10,-2,-24,,
,2240,11,,,,,,,,,,-1208,,,,-773,,-18,-11,6,24,,
,1051,-32,,,,,,,,,,253,,,,152,,-7,11,-32,1,,
,-3240,21,,,,,,,,,,1545,,,,799,,8,-28,22,-8,,
,-1140,-33,,,,,,,,,,853,,,,349,,35,20,25,-1,,
,606,-1,,,,,,,,,,-1442,,,,-968,,4,-24,-18,2,,
,549,12,,,,,,,,,,-1331,,,,-911,,8,17,10,-2,,
,1746,,,,,,,,,,,97,,,,-1,,-1,18,-18,-2,,
,-3374,-31,,,,,,,,,,1478,,,,729,,-47,8,7,5,,
,784,20,,,,,,,,,,998,,,,497,,49,-16,-6,1,,
,1333,17,,,,,,,,,,-1346,,,,-861,,14,-16,8,3,,
,1102,-7,,,,,,,,,,-1213,,,,-795,,-35,-1,-9,-12,,
,-759,5,,,,,,,,,,-17,,,,-130,,-30,2,-14,-1,,
,-1961,-28,,,,,,,,,,1779,,,,1027,,7,7,9,14,,
,112544,-13,,,,,,,,,,1105,,,,624,,35,,3,2,,
,-3211,3,,,,,,,,,,-1501,,,,-1007,,16,-3,1,-8,,
,-3531,5,,,,,,,,,,-1430,,,,-1023,,-22,-4,4,-4,,
,-3746,-24,,,,,,,,,,188,,,,65,,-13,12,3,1,,
,-3599,-1,,,,,,,,,,1723,,,,964,,-10,-8,1,-3,,
,-3768,,,,,,,,,,,1052,,,,583,,42,,-6,3,,
,-3264,,,,,,,,,,,-1618,,,,-1117,,14,1,-7,,,
,-3517,,,,,,,,,,,-1305,,,,-897,,-14,7,14,3,,
,-3714,,,,,,,,,,,133,,,,-3,,-17,2,-13,6,,
,-3572,-42,,,,,,,,,,1820,,,,1054,,-24,-12,21,-14,,
,-3727,7,,,,,,,,,,829,,,,373,,53,-6,-9,38,,
,-3359,,,,,,,,,,,-1441,,,,-935,,15,-5,-15,-9,,
,-3760,6,,,,,,,,,,-1218,,,,-817,,-14,,2,-9,,
,-3403,-21,,,,,,,,,,124,,,,-12,,-10,28,1,,,
,-3733,-17,,,,,,,,,,1833,,,,1057,,-38,8,13,4,,
,-3395,17,,,,,,,,,,864,,,,422,,31,-25,-12,-8,,
12,-3668,47925,,,,,,,,,,-2754,,,,-2903,,-29,4,,-8,,
,-3774,24,,,,,,,,,,1726,,,,940,,5,19,1,-9,,
,-696,-27,,,,,,,,,,771,,,,366,,45,-14,7,-7,,
,-2255,-30,,,,,,,,,,-1800,,,,-1267,,22,-3,-7,13,,
,1294,13,,,,,,,,,,-1096,,,,-725,,-52,2,4,4,,
,-1560,-15,,,,,,,,,,429,,,,257,,-27,2,15,1,,
,2280,,,,,,,,,,,1920,,,,1125,,-10,,-19,9,,
,-2027,,,,,,,,,,,534,,,,147,,41,-7,1,-21,,
,-770,1,,,,,,,,,,-1839,,,,-1295,,52,10,5,17,,
,722,-32,,,,,,,,,,-1068,,,,-701,,14,5,-4,-10,,
,-143,2,,,,,,,,,,330,,,,148,,-54,-16,5,2,,
,-791,16,,,,,,,,,,1793,,,,996,,-31,6,2,3,,
,709,-17,,,,,,,,,,586,,,,213,,60,-10,-17,4,,
,79,-1,,,,,,,,,,-1826,,,,-1284,,15,3,3,-6,,
,448,-14,,,,,,,,,,-1083,,,,-723,,-49,-10,-1,2,,
,-1165,,,,,,,,,,,593,,,,411,,-36,24,12,-12,,
,2249,-18,,,,,,,,,,1785,,,,982,,24,-23,-6,22,,
,-1412,14,,,,,,,,,,528,,,,168,,29,21,17,-17,,
,-759,-27,,,,,,,,,,-1517,,,,-973,,32,-7,-5,3,,
,232,-1,,,,,,,,,,-979,,,,-630,,-15,-3,-11,15,,
,-224,1,,,,,,,,,,137,,,,-60,,-6,-1,4,5,,
,59,3,,,,,,,,,,1866,,,,1068,,,-4,-13,-27,,
,462,-17,,,,,,,,,,660,,,,312,,21,6,12,13,,
,248,-3,,,,,,,,,,-1788,,,,-1237,,31,3,-1,7,,
,-658,,,,,,,,,,,-1058,,,,-708,,-33,-4,-12,-16,,
,-156,,,,,,,,,,,374,,,,168,,-33,4,21,11,,
,83299,-2,,,,,,,,,,1837,,,,1027,,-21,3,-14,-11,,
,-3670,-11,,,,,,,,,,500,,,,166,,67,,10,7,,
,-3577,-32,,,,,,,,,,-1693,,,,-1136,,-10,-1,-9,-16,,
,-1118,1,,,,,,,,,,-1190,,,,-844,,-10,-2,4,20,,
,-3291,-1,,,,,,,,,,280,,,,65,,-9,-17,-13,-18,,
,-3825,13,,,,,,,,,,1631,,,,819,,-7,2,9,11,,
,-3622,-29,,,,,,,,,,646,,,,330,,13,17,-16,-6,,
,-3851,-1,,,,,,,,,,-1391,,,,-827,,8,-9,28,5,,
,-3324,1,,,,,,,,,,-1043,,,,-709,,-23,5,1,-7,,
,-3858,-1,,,,,,,,,,275,,,,49,,-26,-2,-12,4,,
,-3241,40,,,,,,,,,,1860,,,,1040,,-21,4,10,,,
,-3826,-94,,,,,,,,,,590,,,,285,,45,1,-10,12,,
,-3378,2,,,,,,,,,,-1724,,,,-1151,,,4,11,-12,,
,-3727,,,,,,,,,,,-1102,,,,-771,,-38,-6,-26,20,,
,-3527,,,,,,,,,,,345,,,,110,,12,-3,6,-15,,
,-3826,-2,,,,,,,,,,1811,,,,990,,40,10,11,-3,,
4,-3573,15956,,,,,,,,,,73,,,,-386,,-25,-2,4,-7,,
,-3840,28,,,,,,,,,,235,,,,-37,,23,6,5,19,,
,-3736,-33,,,,,,,,,,-1626,,,,-1056,,22,-4,-4,-13,,
,-3827,5,,,,,,,,,,-836,,,,-524,,1,-7,-1,4,,
,-849,-17,,,,,,,,,,551,,,,308,,-31,-5,3,4,,
,676,,,,,,,,,,,1600,,,,774,,-7,-10,16,-3,,
,-605,-2,,,,,,,,,,255,,,,-4,,27,4,-14,10,,
,26,4,,,,,,,,,,-1572,,,,-995,,-12,-3,-5,-9,,
,463,-35,,,,,,,,,,-936,,,,-630,,-23,28,,-3,,
,-578,18,,,,,,,,,,462,,,,204,,-37,-18,-6,7,,
,466,-17,,,,,,,,,,1753,,,,924,,50,5,12,-19,,
,1059,,,,,,,,,,,176,,,,-69,,40,10,-12,7,,
,-1302,-12,,,,,,,,,,-1511,,,,-927,,6,-24,19,11,,
,-105,,,,,,,,,,,-937,,,,-638,,-30,15,-2,-3,,
,4,-16,,,,,,,,,,557,,,,291,,-43,-11,-17,2,,
,860,6,,,,,,,,,,1824,,,,992,,-7,3,15,-5,,
,-427,-11,,,,,,,,,,206,,,,-15,,21,12,-17,-2,,
,-261,6,,,,,,,,,,-1589,,,,-1011,,36,-4,3,-1,,
,543,-17,,,,,,,,,,-1048,,,,-748,,-16,-3,-11,10,,
,-480,1,,,,,,,,,,381,,,,100,,-44,-5,17,-14,,
,2843,-1,,,,,,,,,,1796,,,,964,,-1,-7,-6,13,,
,-3243,-17,,,,,,,,,,335,,,,123,,33,31,13,12,,
,425,1,,,,,,,,,,-1636,,,,-1053,,23,-45,-6,-9,,
,-41,1,,,,,,,,,,-828,,,,-543,,-25,13,-2,-7,,
,-298,-15,,,,,,,,,,560,,,,278,,-15,17,14,-7,,
,883,-15,,,,,,,,,,1813,,,,981,,19,5,-18,1,,
,-687,,,,,,,,,,,81,,,,-111,,26,-17,11,11,,
,-280,13,,,,,,,,,,-1772,,,,-1187,,20,-14,-10,-3,,
,170,-29,,,,,,,,,,-743,,,,-466,,-35,38,-20,-12,,
,521,17,,,,,,,,,,640,,,,350,,-25,-39,8,25,,
,-628,-32,,,,,,,,,,2063,,,,1223,,20,9,8,-12,,
,-297,15,,,,,,,,,,23,,,,-160,,53,12,16,4,,
,70,1,,,,,,,,,,-1742,,,,-1151,,-33,-5,-13,8,,
,123,-33,,,,,,,,,,-611,,,,-342,,-33,-3,-10,-1,,
,123,1,,,,,,,,,,439,,,,134,,5,13,15,-11,,
,-283,16,,,,,,,,,,1739,,,,906,,-17,-1,21,-3,,
,512,-33,,,,,,,,,,83,,,,-84,,40,-18,-27,-5,,
,-299,17,,,,,,,,,,-1820,,,,-1225,,19,8,-2,12,,
,-141,,,,,,,,,,,-863,,,,-596,,-30,-21,,-5,,
,-272,-18,,,,,,,,,,433,,,,119,,-42,15,-2,23,,
,176,1,,,,,,,,,,1997,,,,1159,,2,1,4,-18,,
,694,-12,,,,,,,,,,404,,,,253,,30,12,5,,,
,-346,,,,,,,,,,,-1779,,,,-1199,,31,9,1,-11,,
,-29,-16,,,,,,,,,,-933,,,,-668,,-2,-2,-3,10,,
,-555,-3,,,,,,,,,,475,,,,164,,-56,3,-9,-8,,
,449,3,,,,,,,,,,2003,,,,1168,,4,-13,13,15,,
,579,-3,,,,,,,,,,118,,,,-21,,41,2,-11,-12,,
,-819,-1,,,,,,,,,,-1809,,,,-1221,,23,22,5,-4,,
,223,-27,,,,,,,,,,-870,,,,-616,,-4,-9,-4,-12,,
,-207,-2,,,,,,,,,,521,,,,192,,-29,-11,2,4,,
,-127,15,,,,,,,,,,1892,,,,1060,,-32,-18,11,2,,
,297,-11,,,,,,,,,,93,,,,-33,,31,6,-18,19,,
,-210,1,,,,,,,,,,-1648,,,,-1052,,-3,3,2,-14,,
